Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country,Number of Billionaires,NumberOfBillionaires_x,NumberOfBillionaires_y
2020,1.4,50,China,Wuxi,Automotive,True,F,Qian,Jinghong,1973,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,57,China,Qingdao,Manufacturing,True,M,Qin,Long,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,65,India,Hyderabad,Healthcare,True,M,Reddy,M.Satyanarayana,1957,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2020,1.4,93,Indonesia,Jakarta,Diversified,True,M,Riady,Mochtar,1929,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2020,1.4,35,United States,Los Angeles,Fashion & Retail,True,F,Rihanna,Unknown,1988,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2020,1.4,66,Russia,Moscow,Construction & Engineering,True,M,Rotenberg,Boris,1957,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2020,1.4,79,India,Mumbai,Real Estate,True,M,Runwal,Subhash,1943,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2020,1.4,50,Russia,Moscow,Manufacturing,True,M,Rybakov,Igor,1972,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2020,1.4,61,Brazil,Santo Andre,Healthcare,False,M,Sanchez,Carlos,1962,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2020,1.4,85,United States,Seattle,Real Estate,True,M,Selig,Martin,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2020,1.4,61,Russia,Kazan,Energy,True,M,Shaimiev,Airat,1962,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2020,1.4,58,Russia,Kazan,Energy,True,M,Shaimiev,Radik,1964,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2020,1.4,97,Japan,Saitama,Fashion & Retail,True,M,Shimamura,Nobutoshi,1926,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2020,1.4,48,United States,Provo,Technology,True,M,Smith,Jared,1974,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2020,1.4,46,Sweden,Stockholm,Fashion & Retail,False,F,Soderstrom,Charlotte,1977,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
2020,1.4,52,India,Bangalore,Healthcare,False,M,Surana,Anand,1971,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2020,1.4,57,India,Bangalore,Healthcare,False,M,Surana,Dilip,1966,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2020,1.4,95,United States,New York,Finance & Investments,False,F,Tisch,Wilma,1927,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2020,1.4,60,China,Hangzhou,Technology,True,M,Wang,Jianyi,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,58,China,Shanghai,Logistics,True,M,Wang,Jilei,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,68,China,Hangzhou,Manufacturing,True,M,Wang,Shuifu,1955,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,76,China,Weihai,Manufacturing,False,F,Wang,Yanqing,1946,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,26,China,Jiaozuo,Metals & Mining,False,M,Wang,Zelong,1996,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,84,Switzerland,Zurich,Manufacturing,True,M,Weber,Werner O.,1939,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2020,1.4,37,Brazil,Joinville,Manufacturing,False,F,Werninghaus,Anne,1986,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2020,1.4,80,United States,Paoli,Finance & Investments,True,M,West,Alfred,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2020,1.4,68,China,Nanjing,Manufacturing,True,M,Wu,Bo,1954,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,53,China,Meishan,Manufacturing,True,M,Wu,Chaoqun,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,43,China,Shenzhen,Technology,True,M,Xie,Swift,1980,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,59,China,Changzhou,Manufacturing,True,M,Xu,Guozhong,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,58,China,Hengshui,Food & Beverage,True,M,Yao,Kuizhang,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,63,China,Shanghai,Real Estate,True,M,Yu,Peidi,1960,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,52,China,Shenzhen,Healthcare,False,F,Yuan,Liping,1971,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,60,China,Zhongshan,Manufacturing,True,M,Zhang,Chuanwei,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,62,China,Guangzhou,Real Estate,True,M,Zhang,Keqiang,1960,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,57,China,Beijing,Real Estate,True,F,Zhang,Xin,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,60,China,Chongqing,Manufacturing,True,M,Zhang,Xinghai,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,62,China,Ningbo,Manufacturing,True,M,Zheng,Jianjiang,1961,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,65,Singapore,Singapore,Real Estate,True,M,Zhong,Sheng Jian,1958,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
2020,1.4,57,China,Shanghai,Fashion & Retail,True,M,Zhou,Chengjian,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2020,1.4,63,Russia,Saint Petersburg,Diversified,True,M,Zingarevich,Boris,1959,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,53,United States,Dallas,Automotive,True,M,Adair,A. Jayson,1969,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,85,Indonesia,Surabaya,Logistics,True,M,Adikoesoemo,Soegiarto,1938,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2133,1.3,64,India,Mumbai,Healthcare,True,M,Agarwal,Rajendra,1959,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,76,India,Baroda,Healthcare,False,M,Amin,Chirayu,1946,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,72,Thailand,Bangkok,Real Estate,True,M,Asavabhokhin,Anant,1950,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
2133,1.3,55,Russia,Moscow,Finance & Investments,True,M,Avdeev,Roman,1967,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,64,Israel,Mevaseret Zion,Automotive,True,M,Aviram,Ziv,1959,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
2133,1.3,41,India,Bangalore,Fashion & Retail,True,M,Bansal,Sachin,1981,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,83,Indonesia,Jakarta,Energy,True,M,Barki,Kiki,1939,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
2133,1.3,60,United Kingdom,London,Construction & Engineering,True,F,Baturina,Elena,1963,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2133,1.3,70,India,Mumbai,Healthcare,True,M,Bawri,Banwari Lal,1953,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,90,Morocco,Casablanca,Finance & Investments,False,M,Benjelloun,Othman,1932,111.07,0.2,118725279596,35.9%,113.9%,76.5,36910560,2476,2,2
2133,1.3,66,India,Delhi,Diversified,False,M,Bhartia,Hari,1956,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,70,India,Delhi,Healthcare,False,M,Bhartia,Shyam,1952,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,50,United States,Aspen,Technology,True,M,Butterfield,Stewart,1973,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,71,China,Quanzhou,Technology,True,M,Cai,Mingtong,1952,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,40,United States,Monkton,Technology,True,M,Casalena,Anthony,1982,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,58,China,Shanghai,Manufacturing,True,M,Chang,Jianming,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,62,China,Tongxiang,Metals & Mining,True,M,Chen,Xuehua,1961,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,50,China,Shanghai,Manufacturing,True,M,Chen,Yin,1973,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,52,United States,Miami Beach,Telecom,True,M,Claure,R. Marcelo,1970,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,77,Spain,Madrid,Finance & Investments,True,M,Cortina,Alberto,1946,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
2133,1.3,76,Argentina,Buenos Aires,Real Estate,True,M,Costantini,Eduardo,1946,232.75,53.5,449663446954,90.0%,109.7%,76.5,44938712,2476,4,4
2133,1.3,54,China,Changsha,Food & Beverage,True,M,Dai,Wenjun,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,60,India,Pune,Technology,True,M,Deshpande,Anand,1962,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,86,Turkey,Istanbul,Media & Entertainment,True,M,Dogan,Aydin,1936,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
2133,1.3,52,Italy,Segrate,Finance & Investments,False,F,Doris,Annalisa,1970,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2133,1.3,55,Italy,Milan,Finance & Investments,False,M,Doris,Massimo,1967,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2133,1.3,59,China,Shenzhen,Healthcare,True,M,Du,Weimin,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,67,United States,Midland,Energy,True,M,Dunn,Timothy,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,74,Japan,Yokohama City,Media & Entertainment,True,F,Erikawa,Keiko,1949,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,72,Japan,Yokohama City,Media & Entertainment,True,M,Erikawa,Yoichi,1950,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,45,Canada,Montreal,Finance & Investments,True,M,Fayer,Philip,1978,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2133,1.3,87,United States,Houston,Real Estate,True,M,Finger,Marvy,1935,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,45,Italy,Milan,Construction & Engineering,False,F,Giorgetta,Simona,1977,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
2133,1.3,65,United States,Gladwyne,Finance & Investments,True,M,Greenberg,Joel,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,59,China,Shenzhen,Finance & Investments,True,M,He,Zhiping,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,36,Finland,Helsinki,Manufacturing,False,M,Herlin,Heikki,1987,112.33,1.0,268761201365,88.2%,100.2%,81.7,5520314,2476,7,7
2133,1.3,70,China,Shanghai,Real Estate,True,M,Hoi,Kin Hong,1952,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,57,United States,New York,Finance & Investments,True,M,Hymowitz,Gregg,1965,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,72,United States,Locust Valley,Service,False,M,Jacobson,Mitchell,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,61,India,Aurangabad,Manufacturing,True,M,Jain,Anurang,1962,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,64,China,Dezhou,Manufacturing,True,M,Jiang,Guiting,1958,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,56,China,Fuxin,Manufacturing,True,M,Jin,Xin,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,62,Sweden,Stockholm,Finance & Investments,True,M,Jonsson,Conni,1960,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
2133,1.3,101,United States,Los Angeles,Finance & Investments,True,M,Joseph,George,1921,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,57,Singapore,Singapore,Technology,True,M,Junique,Laurent,1965,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
2133,1.3,60,Poland,Cieszyn,Diversified,True,M,Juroszek,Zbigniew,1962,114.11,2.2,592164400688,67.8%,100.0%,77.6,37970874,2476,5,5
2133,1.3,55,United States,Palo Alto,Technology,True,M,Karp,Alexander,1967,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,58,United States,Irvine,Healthcare,True,M,Kiani,Joe,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,65,United States,Chestnut Hill,Finance & Investments,True,M,Klarman,Seth,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,82,Japan,Tokyo,Technology,True,M,Kozuki,Kagemasa,1940,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,69,United States,Highland Park,Technology,True,M,Krasny,Michael,1953,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,70,Czech Republic,Prague,Technology,True,M,Kucera,Eduard,1953,116.48,2.8,246489245495,64.1%,100.7%,79.0,10669709,2476,7,7
2133,1.3,42,United Kingdom,London,Finance & Investments,True,M,Käärmann,Kristo,1980,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
2133,1.3,60,United States,Atherton,Fashion & Retail,False,M,Lauder,Gary,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,55,South Korea,Seoul,Technology,True,M,Lee,Hae-jin,1967,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
2133,1.3,73,United States,Hillsborough,Diversified,True,M,Levinson,Art,1950,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,73,China,Laizhou,Food & Beverage,True,M,Li,Denghai,1949,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,61,China,Ruzhou,Diversified,True,F,Li,Fengluan,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,58,China,Hangzhou,Manufacturing,True,M,Li,Yongqing,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,46,China,Wuhan,Manufacturing,True,M,Li,Zhigang,1976,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,71,China,Chengdu,Healthcare,True,M,Liu,Gexin,1951,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,68,Brazil,Rondonopolis,Food & Beverage,False,M,Locks,Itamar,1955,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2133,1.3,45,China,Xiamen,Media & Entertainment,True,M,Lu,Hongyan,1977,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,58,China,Hangzhou,Healthcare,True,M,Lv,Jianming,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,66,Brazil,Cuiaba,Food & Beverage,False,M,Maggi,Blairo,1956,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2133,1.3,61,Egypt,Cairo,Diversified,True,M,Mansour,Yasseen,1961,288.57,9.2,303175127598,35.2%,106.3%,71.8,100388073,2476,4,4
2133,1.3,64,China,Shanghai,Fashion & Retail,True,M,Mao,Charlwin,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,81,United States,Los Altos Hills,Real Estate,True,M,Marcus,George,1941,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,57,France,Nantes,Healthcare,True,M,Martin,Yves-Loic,1966,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
2133,1.3,63,Germany,Munich,Finance & Investments,True,M,Maschmeyer,Carsten,1959,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2133,1.3,58,Switzerland,Lugano,Logistics,True,M,Moller Nielsen,Martin,1964,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2133,1.3,60,United States,Paradise Valley,Finance & Investments,True,M,Najafi,Jahm,1963,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,67,United States,New York,Finance & Investments,True,M,Nardone,Randal,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,59,Vietnam,Ho Chi Minh City,Food & Beverage,True,M,Nguyen,Dang Quang,1963,163.52,2.8,261921244843,28.5%,110.6%,75.3,96462106,2476,6,6
2133,1.3,80,Japan,Tokyo,Gambling & Casinos,True,M,Okada,Kazuo,1942,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,55,United States,Unknown,Healthcare,True,M,Oyler,John,1968,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,87,United States,McLean,Manufacturing,True,M,Pedersen,George,1935,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,38,China,Shanghai,Fashion & Retail,True,F,Qu,Miranda,1985,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,67,India,Hyderabad,Real Estate,True,M,Rameshwar Rao,Jupally,1955,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,72,India,Bangalore,Logistics,True,M,Rao,G. M.,1950,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,65,India,Hyderabad,Healthcare,True,M,Reddy,P.V. Ramprasad,1958,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,55,India,Hyderabad,Healthcare,False,M,Reddy,Satish,1967,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,75,Spain,Valencia,Fashion & Retail,False,M,Roig,Fernando,1947,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
2133,1.3,49,Russia,Moscow,Diversified,True,M,Rotenberg,Igor,1973,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,60,United States,Unknown,Manufacturing,True,M,Rustamov,Seifeddin,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,77,Turkey,Istanbul,Diversified,False,F,Sahenk,Deniz,1945,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
2133,1.3,77,Japan,Tokyo,Food & Beverage,False,M,Saji,Nobutada,1945,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,81,Japan,Tokyo,Gambling & Casinos,True,M,Satomi,Hajime,1942,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
2133,1.3,66,United States,Atherton,Technology,True,M,Scapa,James,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,70,India,Bangalore,Healthcare,True,M,Shetty,Devi,1953,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2133,1.3,70,Russia,Kazan,Diversified,True,M,Shigaboutdinov,Albert,1952,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,50,Australia,Gold Coast,Food & Beverage,True,M,Shtengelov,Denis,1972,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2133,1.3,56,China,Yantai,Manufacturing,True,M,Song,Fei,1966,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,54,United States,Tampa,Sports,False,M,Steinbrenner,Hal,1968,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,59,United States,Tampa,Sports,False,F,Steinbrenner,Jessica,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,63,United States,Tampa,Sports,False,F,Steinbrenner Swindal,Jennifer,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2133,1.3,64,Russia,Chelyabinsk,Metals & Mining,True,M,Strukov,Konstantin,1958,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,69,Russia,Kazan,Energy,True,M,Sulteev,Rustem,1954,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
2133,1.3,66,Germany,Rheda-Wiedenbrück,Food & Beverage,True,M,Toennies,Clemens,1956,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2133,1.3,44,Germany,Rheda-Wiedenbrück,Food & Beverage,False,M,Toennies,Robert,1978,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
2133,1.3,77,Australia,Brisbane,Real Estate,True,M,Van Lieshout,John,1946,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
2133,1.3,89,Thailand,Bangkok,Healthcare,True,M,Viddayakorn,Pongsak,1934,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
2133,1.3,63,China,Nanjing,Fashion & Retail,True,M,Wang,Jianguo,1960,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,54,China,Shanghai,Service,True,M,Wang,Junjin,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,55,China,Shenzhen,Manufacturing,True,M,Wang,Mingwang,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,47,China,Shanghai,Technology,True,M,Wei,Lidong,1976,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,50,China,Chengdu,Manufacturing,True,F,Wu,Xiaoge,1972,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,74,China,Wuhu,Diversified,True,M,Wu,Xushun,1948,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,57,China,Shenzhen,Healthcare,True,M,Xiong,Xiaochuan,1966,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,60,China,Shenzhen,Technology,True,M,Xu,Shaochun,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,53,China,Beijing,Technology,True,F,Yan,Jane,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,54,China,Changsha,Manufacturing,True,M,Zeng,Chaoyi,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,52,China,Beijing,Service,True,M,Zhao,Peng,1971,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2133,1.3,49,Ukraine,Kiev,Metals & Mining,True,M,Zhevago,Kostyantin,1974,281.66,7.9,153781069118,82.7%,99.0%,71.6,44385155,2476,6,6
2133,1.3,64,China,Jinan,Manufacturing,True,M,Zong,Yanmin,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,52,India,Jaipur,Finance & Investments,True,M,Agarwal,Sanjay,1970,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
2259,1.2,63,Qatar,Doha,Finance & Investments,False,M,Al Thani,Hamad bin Jassim bin Jaber,1959,115.38,-0.7,183466208791,17.9%,103.8%,80.1,2832067,2476,2,2
2259,1.2,70,Brazil,São Paulo,Diversified,True,M,Alves de Queiroz Filho,Joao,1953,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
2259,1.2,60,Switzerland,Gstaad,Metals & Mining,False,M,Aristrain,Jose Maria,1962,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
2259,1.2,50,United States,Nyack,Finance & Investments,True,M,Arougheti,Michael,1972,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,41,United States,Atlanta,Technology,True,M,Awotona,Tope,1981,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
2259,1.2,66,Turkey,Istanbul,Healthcare,True,M,Aydinlar,Mehmet,1956,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
2259,1.2,55,Israel,Herzliya,Real Estate,False,F,Azrieli,Danna,1967,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
2259,1.2,57,Canada,Toronto,Real Estate,False,F,Azrieli,Naomi,1965,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2259,1.2,62,Canada,Montreal,Real Estate,False,F,Azrieli,Sharon,1960,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
2259,1.2,59,China,Ningbo,Energy,True,M,Bai,Houshan,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
2259,1.2,86,United States,Aspen,Finance & Investments,True,M,Bailey,Thomas,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
