,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
2233,2133,1.3,56,China,Yantai,Manufacturing,TRUE,M,Song,Fei,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2234,2133,1.3,54,United States,Tampa,Sports,FALSE,M,Steinbrenner,Hal,1968,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2235,2133,1.3,59,United States,Tampa,Sports,FALSE,F,Steinbrenner,Jessica,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2236,2133,1.3,63,United States,Tampa,Sports,FALSE,F,Steinbrenner Swindal,Jennifer,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2237,2133,1.3,64,Russia,Chelyabinsk,Metals & Mining,TRUE,M,Strukov,Konstantin,1958,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2238,2133,1.3,69,Russia,Kazan,Energy,TRUE,M,Sulteev,Rustem,1954,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2239,2133,1.3,66,Germany,Rheda-Wiedenbrück,Food & Beverage,TRUE,M,Toennies,Clemens,1956,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2240,2133,1.3,44,Germany,Rheda-Wiedenbrück,Food & Beverage,FALSE,M,Toennies,Robert,1978,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2241,2133,1.3,77,Australia,Brisbane,Real Estate,TRUE,M,Van Lieshout,John,1946,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2242,2133,1.3,89,Thailand,Bangkok,Healthcare,TRUE,M,Viddayakorn,Pongsak,1934,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
2243,2133,1.3,63,China,Nanjing,Fashion & Retail,TRUE,M,Wang,Jianguo,1960,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2244,2133,1.3,54,China,Shanghai,Service,TRUE,M,Wang,Junjin,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2245,2133,1.3,55,China,Shenzhen,Manufacturing,TRUE,M,Wang,Mingwang,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2246,2133,1.3,47,China,Shanghai,Technology,TRUE,M,Wei,Lidong,1976,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2248,2133,1.3,50,China,Chengdu,Manufacturing,TRUE,F,Wu,Xiaoge,1972,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2249,2133,1.3,74,China,Wuhu,Diversified,TRUE,M,Wu,Xushun,1948,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2250,2133,1.3,57,China,Shenzhen,Healthcare,TRUE,M,Xiong,Xiaochuan,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2251,2133,1.3,60,China,Shenzhen,Technology,TRUE,M,Xu,Shaochun,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2252,2133,1.3,53,China,Beijing,Technology,TRUE,F,Yan,Jane,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2253,2133,1.3,54,China,Changsha,Manufacturing,TRUE,M,Zeng,Chaoyi,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2254,2133,1.3,52,China,Beijing,Service,TRUE,M,Zhao,Peng,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2256,2133,1.3,49,Ukraine,Kiev,Metals & Mining,TRUE,M,Zhevago,Kostyantin,1974,281.66,7.9,1.53781E+11,82.70%,99.00%,71.6,44385155
2257,2133,1.3,64,China,Jinan,Manufacturing,TRUE,M,Zong,Yanmin,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2258,2259,1.2,52,India,Jaipur,Finance & Investments,TRUE,M,Agarwal,Sanjay,1970,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2259,2259,1.2,63,Qatar,Doha,Finance & Investments,FALSE,M,Al Thani,Hamad bin Jassim bin Jaber,1959,115.38,-0.7,1.83466E+11,17.90%,103.80%,80.1,2832067
2260,2259,1.2,70,Brazil,São Paulo,Diversified,TRUE,M,Alves de Queiroz Filho,Joao,1953,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2261,2259,1.2,60,Switzerland,Gstaad,Metals & Mining,FALSE,M,Aristrain,Jose Maria,1962,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
2262,2259,1.2,50,United States,Nyack,Finance & Investments,TRUE,M,Arougheti,Michael,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2263,2259,1.2,41,United States,Atlanta,Technology,TRUE,M,Awotona,Tope,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2264,2259,1.2,66,Turkey,Istanbul,Healthcare,TRUE,M,Aydinlar,Mehmet,1956,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
2265,2259,1.2,55,Israel,Herzliya,Real Estate,FALSE,F,Azrieli,Danna,1967,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2266,2259,1.2,57,Canada,Toronto,Real Estate,FALSE,F,Azrieli,Naomi,1965,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
2267,2259,1.2,62,Canada,Montreal,Real Estate,FALSE,F,Azrieli,Sharon,1960,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
2268,2259,1.2,59,China,Ningbo,Energy,TRUE,M,Bai,Houshan,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2269,2259,1.2,86,United States,Aspen,Finance & Investments,TRUE,M,Bailey,Thomas,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2270,2259,1.2,46,Germany,Melsungen,Healthcare,FALSE,M,Braun-Luedicke,Bernhard,1977,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2271,2259,1.2,36,Germany,Melsungen,Healthcare,FALSE,F,Braun-Luedicke,Eva Maria,1987,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2272,2259,1.2,39,Germany,Melsungen,Healthcare,FALSE,F,Braun-Luedicke,Friederike,1984,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2273,2259,1.2,78,Malaysia,Kuala Lumpur,Real Estate,TRUE,M,Cheah,Jeffrey,1945,121.46,0.7,3.64702E+11,45.10%,105.30%,76,32447385
2274,2259,1.2,63,China,Hefei,Food & Beverage,TRUE,M,Chen,Xianbao,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2275,2259,1.2,54,China,Hefei,Healthcare,TRUE,M,Cheng,Xianfeng,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2276,2259,1.2,54,South Korea,Seoul,Fashion & Retail,FALSE,M,Chung,Yong-jin,1968,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2277,2259,1.2,82,United States,Dallas,Service,TRUE,M,Deason,Darwin,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2278,2259,1.2,69,Italy,Sant'' Elpidio A Mare,Fashion & Retail,FALSE,M,Della Valle,Diego,1953,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2279,2259,1.2,71,India,Surat,Manufacturing,TRUE,M,Desai,Ashwin,1951,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2280,2259,1.2,71,United Kingdom,London,Media & Entertainment,TRUE,M,Desmond,Richard,1951,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2281,2259,1.2,52,China,Quanzhou,Fashion & Retail,FALSE,M,Ding,Shui Po,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2282,2259,1.2,85,Turkey,Istanbul,Fashion & Retail,TRUE,M,Dizdar,Sefik Yilmaz,1938,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
2283,2259,1.2,60,Germany,Potsdam,Media & Entertainment,FALSE,M,Doepfner,Mathias,1963,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2284,2259,1.2,84,United States,Denver,Manufacturing,TRUE,M,Ebrahimi,Farhad,1939,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2285,2259,1.2,65,Brazil,Sao Paulo,Diversified,FALSE,M,Ermirio de Moraes,Jose Roberto,1957,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2286,2259,1.2,70,Brazil,Sao Paulo,Diversified,FALSE,M,Ermirio de Moraes Neto,Jose,1952,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2287,2259,1.2,56,China,Shunde,Manufacturing,TRUE,M,Fang,Hongbo,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2288,2259,1.2,66,Brazil,São Paulo,Manufacturing,FALSE,M,Feffer,David,1956,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2289,2259,1.2,51,Hungary,Unknown,Manufacturing,TRUE,M,Felcsuti,Zsolt,1971,121.64,3.3,1.60967E+11,48.50%,100.80%,75.8,9769949
2290,2259,1.2,30,United Kingdom,Birmingham,Fashion & Retail,TRUE,M,Francis,Ben,1992,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2291,2259,1.2,65,United States,Belvedere,Fashion & Retail,TRUE,M,Friedman,Gary,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2292,2259,1.2,49,Israel,Bnei Brak,Metals & Mining,FALSE,M,Gertler,Dan,1973,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2293,2259,1.2,56,India,Mumbai,Manufacturing,TRUE,M,Goenka,Balkrishan,1966,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2294,2259,1.2,63,United States,New York,Finance & Investments,TRUE,M,Golub,Lawrence,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2295,2259,1.2,72,India,Delhi,Manufacturing,TRUE,F,Gupta,Saroj Rani,1950,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2296,2259,1.2,67,Australia,Melbourne,Technology,TRUE,M,Hall,Anthony,1955,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2297,2259,1.2,42,United Kingdom,London,Construction & Engineering,FALSE,M,Hariri,Fahed,1980,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2298,2259,1.2,75,United States,Philadelphia,Fashion & Retail,TRUE,M,Hayne,Richard,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2299,2259,1.2,73,Australia,Melbourne,Finance & Investments,TRUE,M,Heine,Michael,1949,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2300,2259,1.2,43,United States,Seattle,Technology,TRUE,M,Hindawi,Orion,1980,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2302,2259,1.2,58,China,Ningbo,Fashion & Retail,TRUE,M,Huang,Guanlin,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2303,2259,1.2,68,Australia,Melbourne,Technology,TRUE,M,Hupert,Sam,1954,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2304,2259,1.2,76,United Kingdom,London,Telecom,TRUE,M,Ibrahim,Mohammed,1946,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2306,2259,1.2,55,United States,Los Angeles,Finance & Investments,TRUE,M,Kaplan,David,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2307,2259,1.2,42,United States,Hidden Hills,Fashion & Retail,TRUE,F,Kardashian,Kim,1980,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2308,2259,1.2,57,China,Shanghai,Manufacturing,TRUE,M,Ke,Guihua,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2309,2259,1.2,56,China,Guangzhou,Healthcare,TRUE,M,Ke,Yunfeng,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2310,2259,1.2,55,Russia,Moscow,Real Estate,TRUE,M,Klyachin,Alexander,1967,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2311,2259,1.2,64,Germany,Berlin,Manufacturing,FALSE,F,Knauf,Christine,0,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2312,2259,1.2,64,Germany,Iphofen,Manufacturing,FALSE,M,Knauf,Karl,0,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2313,2259,1.2,86,India,Chennai,Automotive,FALSE,M,Krishna,Suresh,1936,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2314,2259,1.2,63,Canada,Montreal,Media & Entertainment,TRUE,M,Laliberté,Guy,1960,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
2315,2259,1.2,45,South Korea,Unknown,Technology,TRUE,M,Lee,Su-jin,1978,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
2316,2259,1.2,53,China,Hangzhou,Manufacturing,TRUE,M,Li,Guoqing,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2317,2259,1.2,59,China,Shenzhen,Healthcare,TRUE,M,Li,Li,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2318,2259,1.2,43,China,Beijing,Healthcare,TRUE,M,Li,Ruiqiang,1979,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2319,2259,1.2,59,China,Hefei,Manufacturing,TRUE,M,Li,Zhen,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2320,2259,1.2,59,China,Shenzhen,Manufacturing,TRUE,M,Liang,Guangwei,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2322,2259,1.2,68,United States,San Diego,Technology,TRUE,M,Luddy,Frederic,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2323,2259,1.2,63,United States,Boulder,Food & Beverage,FALSE,M,MacMillan,Cargill,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2324,2259,1.2,73,United States,Plymouth,Food & Beverage,FALSE,M,MacMillan,John,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2325,2259,1.2,71,United States,Orono,Food & Beverage,FALSE,F,MacMillan,Martha,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2326,2259,1.2,68,United States,Englewood,Food & Beverage,FALSE,M,MacMillan,William,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2327,2259,1.2,99,India,Mumbai,Diversified,FALSE,M,Mahindra,Keshub,1923,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2328,2259,1.2,60,China,Changsha,Manufacturing,TRUE,M,Mao,Zhongwu,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2329,2259,1.2,60,United States,Miami,Construction & Engineering,FALSE,M,Mas,Jorge,1963,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2330,2259,1.2,57,Hungary,Felcsút,Diversified,TRUE,M,Meszaros,Lorinc,1966,121.64,3.3,1.60967E+11,48.50%,100.80%,75.8,9769949
2331,2259,1.2,66,United States,Minnetonka,Technology,TRUE,M,Michael,Jeffrey,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2332,2259,1.2,85,United States,Lower Merion,Healthcare,TRUE,M,Miller,Alan,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2334,2259,1.2,68,Brazil,Sao Paulo,Diversified,FALSE,F,Moraes,Neide Helena de,1955,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2335,2259,1.2,50,United States,New York,Finance & Investments,TRUE,M,Nuttall,Scott,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2337,2259,1.2,56,Germany,Berlin,Food & Beverage,FALSE,M,Oberwelland,Axel,1967,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2338,2259,1.2,48,United States,Miami Beach,Technology,TRUE,M,Oringer,Jonathan,1974,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2339,2259,1.2,58,Russia,Murmansk,Food & Beverage,TRUE,M,Orlov,Vitaly,1965,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2340,2259,1.2,82,Brazil,Rio de Janeiro,Real Estate,TRUE,M,Peres,Jose Isaac,1940,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2341,2259,1.2,43,Sweden,Stockholm,Media & Entertainment,TRUE,M,Persson,Markus,1979,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
2342,2259,1.2,57,United States,San Francisco,Technology,TRUE,M,Pincus,Mark,1966,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2343,2259,1.2,82,Indonesia,Jakarta,Diversified,FALSE,M,Poo,Murdaya,1941,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
2344,2259,1.2,90,United States,Cleveland,Healthcare,TRUE,M,Preston,Forrest,1933,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2345,2259,1.2,57,China,Nanyang,Food & Beverage,TRUE,F,Qian,Ying,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2346,2259,1.2,76,United States,Abbeville,Manufacturing,TRUE,M,Rane,Jimmy,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2347,2259,1.2,59,Switzerland,Lugano,Finance & Investments,TRUE,M,Rappoport,Andrei,1963,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
2348,2259,1.2,64,Brazil,Rondonopolis,Food & Beverage,FALSE,M,Ribeiro,Hugo,0,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
2349,2259,1.2,59,United States,Los Angeles,Finance & Investments,TRUE,M,Rosenthal,Bennett,1963,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2350,2259,1.2,52,India,Mumbai,Real Estate,FALSE,M,Ruia,Atul,1971,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2351,2259,1.2,62,United Kingdom,London,Finance & Investments,TRUE,M,Sandell,Thomas,1961,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2352,2259,1.2,64,Canada,Montreal,Food & Beverage,FALSE,M,Saputo,Francesco,0,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
2353,2259,1.2,78,United Arab Emirates,Dubai,Construction & Engineering,FALSE,M,Sawhney,Dhruv,1944,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
2354,2259,1.2,81,Canada,Toronto,Finance & Investments,TRUE,M,Schwartz,Gerald,1941,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
2355,2259,1.2,80,United Kingdom,London,Fashion & Retail,TRUE,M,Seabra,Antonio Luiz,1943,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2356,2259,1.2,52,China,Guangzhou,Technology,TRUE,M,Shen,Eric Ya,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2357,2259,1.2,43,United States,San Francisco,Technology,TRUE,M,Sijbrandij,Sytse 'Sid',1979,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2358,2259,1.2,43,Germany,Munich,Automotive,FALSE,M,Sixt,Alexander,1979,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2359,2259,1.2,40,Germany,Munich,Automotive,FALSE,M,Sixt,Konstantin,1982,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
2360,2259,1.2,73,Indonesia,Jakarta,Energy,FALSE,M,Soeryadjaya,Edwin,1949,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
2361,2259,1.2,49,India,Mumbai,Healthcare,TRUE,M,Soi,Abhay,1973,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2362,2259,1.2,52,United Kingdom,London,Technology,TRUE,M,Speiser,Mike,1971,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
2363,2259,1.2,51,Italy,Milan,Construction & Engineering,FALSE,M,Squinzi,Marco,1971,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2364,2259,1.2,51,Italy,Milan,Construction & Engineering,FALSE,F,Squinzi,Veronica,1972,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2365,2259,1.2,82,United States,Mount Kisco,Finance & Investments,TRUE,M,Steinhardt,Michael,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2366,2259,1.2,58,United States,Berkeley,Technology,TRUE,M,Stoica,Ion,1965,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2367,2259,1.2,77,Indonesia,Jakarta,Metals & Mining,TRUE,M,Sugianto,Eddy,1946,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
2368,2259,1.2,61,Belgium,Deinze,Manufacturing,TRUE,M,Tack,Luc,1961,117.11,1.4,5.29607E+11,79.70%,103.90%,81.6,11484055
2369,2259,1.2,70,Philippines,Manila,Food & Beverage,TRUE,M,Tan Caktiong,Tony,1953,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
2370,2259,1.2,59,China,Changsha,Manufacturing,TRUE,M,Tang,Xiuguo,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2371,2259,1.2,78,Australia,Melbourne,Real Estate,TRUE,M,Tarascio,Sam,1944,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
2372,2259,1.2,75,Italy,Tombolo,Finance & Investments,FALSE,F,Tombolato,Lina,1947,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2373,2259,1.2,60,China,Dongguan,Manufacturing,TRUE,M,Tung,Ching Bor,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2374,2259,1.2,81,Netherlands,Baarn,Media & Entertainment,TRUE,M,van den Ende,Joop,1942,115.91,2.6,9.0907E+11,85.00%,104.20%,81.8,17332850
2375,2259,1.2,54,Armenia,Erevan,Finance & Investments,TRUE,M,Vardanyan,Ruben,1968,129.18,1.4,13672802158,54.60%,92.70%,74.9,2957731
2376,2259,1.2,63,Italy,Milan,Fashion & Retail,TRUE,M,Veronesi,Sandro,1959,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
2377,2259,1.2,65,Thailand,Bangkok,Real Estate,TRUE,M,Vijitpongpun,Thongma,1957,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
2379,2259,1.2,64,China,Zhangzhou,Healthcare,TRUE,M,Wang,Fuji,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2381,2259,1.2,54,China,Urumchi,Manufacturing,TRUE,M,Wang,Xiaoshen,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2382,2259,1.2,87,United States,Jacksonville,Diversified,TRUE,M,Weaver,J. Wayne,1935,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2383,2259,1.2,67,Israel,Bnei Atarot,Food & Beverage,FALSE,F,Wertheim,Drorit,1956,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
2384,2259,1.2,41,United States,New York,Finance & Investments,TRUE,M,Winklevoss,Cameron,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2385,2259,1.2,41,United States,New York,Finance & Investments,TRUE,M,Winklevoss,Tyler,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2388,2259,1.2,52,China,Xiamen,Fashion & Retail,TRUE,M,Wu,Yonghua,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2389,2259,1.2,58,China,Guangzhou,Manufacturing,TRUE,M,Xia,Xinde,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2390,2259,1.2,60,China,Changsha,Manufacturing,TRUE,M,Xiang,Wenbo,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2391,2259,1.2,58,China,Huaibei city,Food & Beverage,TRUE,M,Xu,Jin,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2392,2259,1.2,60,China,Nantong,Manufacturing,TRUE,M,Xu,Shijun,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2393,2259,1.2,78,China,Ningbo,Service,TRUE,M,Xu,Wanmao,1945,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2394,2259,1.2,61,China,Hangzhou,Manufacturing,TRUE,F,Xu,Yuejuan,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2395,2259,1.2,60,Russia,Moscow,Healthcare,TRUE,M,Yakunin,Vadim,1963,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2396,2259,1.2,46,China,Guangzhou,Fashion & Retail,TRUE,F,Yang,Yunyun,1977,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2397,2259,1.2,37,United States,Berkeley,Technology,TRUE,M,Zaharia,Matei,1985,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2398,2259,1.2,60,China,Nantong,Diversified,TRUE,M,Zan,Shengda,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2399,2259,1.2,47,China,Jiaxing,Technology,TRUE,M,Zhang,Xuezheng,1975,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2400,2259,1.2,66,China,Dongguan,Manufacturing,TRUE,F,Zhang,Yin,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2401,2259,1.2,56,China,Shanghai,Healthcare,TRUE,F,Zhao,Ning,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2402,2259,1.2,58,China,Shanghai,Manufacturing,TRUE,M,Zhou,Wen,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2403,2259,1.2,63,China,Suzhou,Construction & Engineering,TRUE,M,Zhu,Xingliang,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
2404,2405,1.1,66,India,Delhi,Fashion & Retail,TRUE,M,Agarwal,Hari Krishan,1956,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
2405,2405,1.1,67,Russia,Moscow,Energy,TRUE,M,Akhmedov,Farkhad,1955,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
2407,2405,1.1,51,United States,New York,Finance & Investments,TRUE,M,Bae,Joseph,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2408,2405,1.1,42,United States,Rochester,Food & Beverage,FALSE,F,Bennett,Abigail,1980,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2409,2405,1.1,52,United States,Atlanta,Fashion & Retail,TRUE,F,Blakely,Sara,1971,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2410,2405,1.1,68,United States,New York,Finance & Investments,TRUE,M,Blankfein,Lloyd,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
2411,2405,1.1,61,Ukraine,Dnipro,Diversified,TRUE,M,Boholyubov,Henadiy,1962,281.66,7.9,1.53781E+11,82.70%,99.00%,71.6,44385155
2412,2405,1.1,56,Switzerland,Lens,Real Estate,TRUE,M,Bonvin,Stephane,1967,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
2413,2405,1.1,58,Switzerland,Lipperswil,Diversified,TRUE,M,Boyko,Oleg,1964,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
